longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.1,35.33,4.0,6640.0,898.0,3121.0,902.0,6.759,170300.0
-119.12,34.38,28.0,7200.0,1281.0,3793.0,1238.0,4.075,237900.0
-119.13,35.22,5.0,6268.0,1003.0,3269.0,980.0,5.1457,118200.0
-119.13,34.19,16.0,6389.0,1330.0,6242.0,1340.0,4.0222,206800.0
-119.15,34.83,6.0,8733.0,1600.0,2006.0,736.0,4.5724,168400.0
-119.16,34.17,17.0,7982.0,1603.0,6437.0,1596.0,4.1279,223900.0
-119.17,34.27,18.0,8010.0,1539.0,3982.0,1483.0,4.0905,236500.0
-119.2,35.37,6.0,7383.0,1095.0,3415.0,1059.0,5.3119,157300.0
-119.2,34.19,19.0,9503.0,1769.0,6370.0,1718.0,5.0016,218500.0
-119.2,34.18,22.0,6465.0,1397.0,2694.0,1370.0,2.9832,165600.0
-119.21,34.31,22.0,7548.0,1038.0,2855.0,1008.0,6.729,409300.0
-119.21,34.18,13.0,6103.0,1319.0,2986.0,1212.0,3.9718,215200.0
-119.21,34.12,15.0,5778.0,1285.0,1722.0,829.0,4.3427,305800.0
-119.23,34.46,34.0,9280.0,1765.0,4514.0,1693.0,3.2026,227600.0
-119.23,34.15,18.0,6213.0,1188.0,2679.0,1000.0,3.748,380400.0
-119.25,34.21,12.0,15201.0,2418.0,7132.0,2251.0,5.6756,301800.0
-119.27,34.17,15.0,11403.0,2131.0,3327.0,1585.0,4.3693,423300.0
-119.29,34.3,24.0,7637.0,1705.0,4647.0,1623.0,3.5385,186800.0
-119.58,36.83,13.0,6135.0,863.0,2473.0,774.0,5.4895,156700.0
-119.71,36.74,18.0,8099.0,1670.0,4476.0,1514.0,2.4728,88300.0
-119.72,36.76,23.0,6403.0,1370.0,3573.0,1260.0,2.3006,69000.0
-119.73,36.74,14.0,6202.0,1551.0,5561.0,1435.0,1.6073,64700.0
-119.74,36.85,3.0,10425.0,2121.0,4432.0,1778.0,3.9032,140800.0
-119.74,36.8,18.0,10862.0,2401.0,5466.0,2209.0,2.4678,74300.0
-119.74,36.71,17.0,5872.0,1250.0,5034.0,1224.0,2.1905,61800.0
-119.76,36.82,17.0,6932.0,1486.0,3056.0,1453.0,2.3375,99300.0
-119.76,36.8,20.0,6257.0,1346.0,2795.0,1267.0,2.2094,83700.0
-119.76,36.78,30.0,6117.0,1330.0,2768.0,1224.0,2.1383,78800.0
-119.77,36.91,3.0,7520.0,1143.0,2878.0,1077.0,5.3272,174200.0
-119.81,36.83,19.0,6789.0,1200.0,2325.0,1109.0,4.049,126000.0
-119.81,36.83,10.0,5780.0,922.0,2712.0,883.0,5.6445,135500.0
-119.82,36.79,18.0,5822.0,1439.0,3415.0,1224.0,1.6854,64700.0
-119.83,36.8,16.0,6101.0,1200.0,3407.0,1134.0,3.125,80800.0
-119.87,36.78,4.0,6102.0,1114.0,3406.0,1115.0,3.4213,84500.0
-119.93,36.32,25.0,8363.0,1636.0,7679.0,1580.0,2.0285,106300.0
-120.0,38.93,17.0,8005.0,1382.0,999.0,383.0,3.9722,313400.0
-120.03,38.19,26.0,7005.0,1358.0,416.0,189.0,2.125,132500.0
-120.06,37.02,13.0,6301.0,1080.0,3840.0,1033.0,3.5258,84900.0
-120.18,39.28,14.0,10098.0,1545.0,701.0,254.0,4.0819,141300.0
-120.19,38.03,17.0,8651.0,1579.0,2071.0,757.0,3.1076,115800.0
-120.2,37.84,9.0,13670.0,2453.0,2811.0,1193.0,3.2589,137900.0
-120.22,39.2,22.0,8259.0,1409.0,845.0,353.0,3.3699,244000.0
-120.26,39.32,24.0,6012.0,1227.0,780.0,358.0,3.0043,122100.0
-120.44,37.31,21.0,6911.0,1341.0,3967.0,1297.0,3.0515,95200.0
-120.46,37.33,17.0,6111.0,1171.0,2950.0,1104.0,3.2852,98800.0
-120.48,37.34,8.0,6146.0,1017.0,2821.0,987.0,4.67,127600.0
-120.5,35.03,10.0,10463.0,1756.0,4660.0,1715.0,3.5682,277300.0
-120.55,41.61,22.0,9047.0,1831.0,4276.0,1622.0,2.0802,47900.0
-120.56,35.13,15.0,5818.0,924.0,2324.0,845.0,4.4033,267600.0
-120.56,35.07,14.0,6788.0,1216.0,2866.0,1036.0,3.3603,280200.0
-120.59,35.13,8.0,6638.0,1054.0,2710.0,966.0,4.6776,295500.0
-120.59,34.7,29.0,17738.0,3114.0,12427.0,2826.0,2.7377,28300.0
-120.62,38.71,10.0,6305.0,1150.0,2597.0,921.0,4.0197,132200.0
-120.63,35.59,9.0,5782.0,1184.0,3026.0,1130.0,2.6528,113500.0
-120.64,35.15,7.0,7922.0,1442.0,2863.0,1197.0,4.849,275000.0
-120.65,35.41,15.0,6725.0,1111.0,3139.0,1029.0,4.1875,261600.0
-120.67,37.97,9.0,7450.0,1475.0,2233.0,930.0,2.6528,133000.0
-120.76,38.12,7.0,7188.0,1288.0,3175.0,1115.0,3.8488,130600.0
-120.76,35.52,7.0,9613.0,1666.0,4487.0,1653.0,3.6667,250600.0
-120.81,38.67,14.0,8396.0,1578.0,3952.0,1474.0,3.0565,118800.0
-120.84,37.51,14.0,6337.0,1593.0,3909.0,1480.0,2.0643,106500.0
-120.86,37.52,9.0,9885.0,1871.0,5372.0,1843.0,3.4821,127100.0
-120.93,37.66,10.0,7566.0,1348.0,3227.0,1199.0,4.744,148100.0
-120.94,37.68,4.0,13315.0,2424.0,6420.0,2289.0,4.2471,162100.0
-120.95,35.44,30.0,6346.0,1410.0,1769.0,887.0,2.6864,283600.0
-120.97,37.62,7.0,8489.0,1673.0,5807.0,1575.0,2.9451,127800.0
-120.99,38.69,5.0,5743.0,1074.0,2651.0,962.0,4.1163,172500.0
-121.01,38.73,7.0,6322.0,1046.0,2957.0,1024.0,4.7276,197500.0
-121.01,37.7,12.0,9148.0,1906.0,4656.0,1853.0,3.2447,142200.0
-121.02,38.66,4.0,7392.0,1155.0,3096.0,1065.0,4.5246,198900.0
-121.02,37.62,14.0,5737.0,1286.0,4722.0,1210.0,1.6731,95800.0
-121.04,37.69,9.0,6333.0,1355.0,3265.0,1265.0,3.0217,160900.0
-121.04,37.69,5.0,9601.0,1639.0,4449.0,1575.0,4.5332,195500.0
-121.06,38.91,18.0,6501.0,1416.0,2954.0,1373.0,2.5373,143000.0
-121.06,38.88,17.0,7635.0,1284.0,3096.0,1227.0,4.2917,184300.0
-121.06,38.51,6.0,6873.0,959.0,2354.0,931.0,6.8869,263100.0
-121.06,37.7,7.0,9374.0,1847.0,4827.0,1722.0,3.462,151900.0
-121.07,39.15,15.0,6828.0,1319.0,3002.0,1318.0,2.4726,143400.0
-121.11,35.52,9.0,6044.0,1222.0,2239.0,972.0,3.24,264600.0
-121.13,38.66,2.0,12360.0,1747.0,4438.0,1470.0,6.2503,222500.0
-121.17,38.69,5.0,7138.0,1227.0,2623.0,1139.0,5.6902,243200.0
-121.18,38.69,7.0,7104.0,970.0,2772.0,920.0,6.3528,274500.0
-121.21,38.66,15.0,6940.0,1019.0,2829.0,990.0,5.4889,232300.0
-121.22,38.68,10.0,6262.0,1278.0,2954.0,1169.0,3.4506,139000.0
-121.24,38.82,5.0,12259.0,1643.0,4819.0,1582.0,5.4498,217300.0
-121.24,38.75,5.0,9137.0,1368.0,3667.0,1294.0,5.4896,229600.0
-121.24,37.82,9.0,6169.0,959.0,3378.0,945.0,5.1047,157900.0
-121.25,38.72,15.0,6838.0,941.0,3166.0,926.0,5.2177,162700.0
-121.25,38.72,10.0,7277.0,1168.0,3507.0,1131.0,4.485,179400.0
-121.25,38.67,14.0,6155.0,1034.0,2407.0,941.0,4.2262,244300.0
-121.26,38.74,22.0,7173.0,1314.0,3526.0,1316.0,3.3941,135900.0
-121.26,38.7,9.0,7812.0,1348.0,3275.0,1178.0,4.3826,146600.0
-121.28,38.8,7.0,9003.0,1739.0,4445.0,1591.0,3.816,147900.0
-121.28,38.7,15.0,5828.0,1051.0,2868.0,1037.0,3.7813,143200.0
-121.28,38.7,14.0,5827.0,1246.0,2578.0,1038.0,3.0212,112900.0
-121.28,38.68,14.0,11442.0,2690.0,6068.0,2435.0,2.6016,121200.0
-121.28,38.66,17.0,7741.0,1401.0,3153.0,1331.0,3.7869,216100.0
-121.28,38.55,35.0,7088.0,1279.0,4885.0,1272.0,2.6981,112500.0
-121.28,37.82,10.0,9205.0,1774.0,5935.0,1673.0,3.65,119400.0
-121.29,38.61,17.0,13553.0,2474.0,6544.0,2359.0,3.9727,132700.0
-121.29,38.01,2.0,6403.0,1116.0,3327.0,957.0,4.4871,137900.0
-121.3,38.7,18.0,7334.0,1332.0,3339.0,1271.0,3.235,124700.0
-121.3,38.69,21.0,6575.0,1105.0,3358.0,1098.0,4.0739,115400.0
-121.3,38.6,32.0,9534.0,1819.0,4951.0,1710.0,3.3926,103400.0
-121.3,38.11,5.0,5979.0,1190.0,2679.0,1084.0,4.196,171700.0
-121.32,38.89,9.0,5927.0,1269.0,3369.0,1176.0,2.8194,111300.0
-121.32,38.69,11.0,13796.0,2372.0,6000.0,2250.0,3.8776,124500.0
-121.32,38.64,19.0,8501.0,1558.0,3576.0,1467.0,3.6523,158500.0
-121.32,38.63,20.0,7003.0,1409.0,3107.0,1315.0,3.0348,150500.0
-121.32,38.59,21.0,9774.0,1777.0,4674.0,1712.0,3.6817,136100.0
-121.33,38.77,3.0,20214.0,3559.0,8361.0,3112.0,4.2259,169300.0
-121.33,38.68,13.0,5826.0,1411.0,2244.0,1219.0,1.9093,142900.0
-121.34,38.61,20.0,5801.0,1148.0,2586.0,1063.0,3.9063,162100.0
-121.34,38.57,14.0,5737.0,1008.0,2731.0,983.0,4.4602,134500.0
-121.35,38.72,2.0,21897.0,3513.0,8652.0,2873.0,4.5432,151300.0
-121.35,38.7,5.0,14414.0,2979.0,7608.0,2832.0,3.5802,129600.0
-121.35,38.68,18.0,7923.0,1558.0,3789.0,1473.0,3.5403,98600.0
-121.35,38.54,12.0,16239.0,3358.0,8656.0,3234.0,3.5691,116300.0
-121.35,38.46,2.0,6992.0,1132.0,2816.0,984.0,4.3879,144400.0
-121.35,38.04,12.0,6217.0,1019.0,3771.0,961.0,3.7206,146000.0
-121.36,38.67,5.0,5819.0,1507.0,3237.0,1356.0,2.2339,116600.0
-121.36,38.64,24.0,6540.0,1008.0,2667.0,1031.0,5.5632,175200.0
-121.36,38.63,28.0,6119.0,985.0,2631.0,934.0,4.875,146400.0
-121.37,38.63,30.0,5996.0,1018.0,2532.0,1049.0,4.6127,151800.0
-121.38,38.49,11.0,8537.0,1643.0,4224.0,1648.0,2.9647,108900.0
-121.38,38.47,4.0,14418.0,2282.0,6578.0,2140.0,4.5604,145900.0
-121.38,38.41,7.0,6091.0,921.0,2916.0,886.0,4.7557,150400.0
-121.39,39.12,28.0,10035.0,1856.0,6912.0,1818.0,2.0943,108300.0
-121.39,38.62,27.0,5693.0,1487.0,2334.0,1387.0,2.2844,170500.0
-121.39,38.56,19.0,8507.0,1470.0,3517.0,1453.0,4.3644,137400.0
-121.4,38.49,12.0,7290.0,1283.0,3960.0,1248.0,3.5968,106300.0
-121.4,38.47,4.0,20982.0,3392.0,10329.0,3086.0,4.3658,130600.0
-121.41,38.59,17.0,12355.0,3630.0,5692.0,3073.0,2.5245,99100.0
-121.41,38.58,18.0,6955.0,1882.0,2803.0,1740.0,3.089,141400.0
-121.41,38.56,17.0,7228.0,1369.0,2455.0,1365.0,5.1385,179500.0
-121.42,38.48,13.0,7880.0,1992.0,4749.0,1882.0,1.9657,116000.0
-121.42,37.71,7.0,8297.0,1433.0,4189.0,1271.0,4.3696,170700.0
-121.44,38.51,27.0,7212.0,1606.0,4828.0,1549.0,2.214,82400.0
-121.44,37.73,7.0,8363.0,1314.0,3907.0,1068.0,5.3321,208100.0
-121.46,38.49,15.0,10211.0,1995.0,5656.0,1752.0,2.575,107900.0
-121.48,38.62,23.0,7709.0,1279.0,4147.0,1262.0,3.8272,96600.0
-121.48,38.46,8.0,10505.0,1777.0,6002.0,1694.0,4.0516,121200.0
-121.49,38.63,6.0,12197.0,2617.0,5634.0,2329.0,3.7449,129300.0
-121.49,38.62,8.0,15309.0,2996.0,7463.0,2885.0,3.9143,129700.0
-121.49,38.47,26.0,6121.0,1185.0,4224.0,1105.0,2.3496,68000.0
-121.5,38.62,8.0,16679.0,3457.0,7919.0,3329.0,3.7188,134500.0
-121.52,38.59,35.0,6418.0,1545.0,3814.0,1496.0,1.6647,69100.0
-121.52,38.51,23.0,6876.0,1456.0,2942.0,1386.0,3.0963,156900.0
-121.53,38.61,5.0,8149.0,1913.0,2933.0,1616.0,3.6788,178800.0
-121.53,38.51,20.0,6132.0,1324.0,2595.0,1174.0,3.1607,178900.0
-121.54,38.51,17.0,8482.0,1590.0,3362.0,1513.0,4.2216,217900.0
-121.54,38.49,6.0,9104.0,1535.0,3759.0,1481.0,5.1442,174500.0
-121.54,36.7,12.0,6758.0,1241.0,3918.0,1100.0,3.525,201700.0
-121.55,38.55,10.0,6227.0,1164.0,2909.0,1077.0,4.106,115900.0
-121.56,37.08,17.0,6725.0,1051.0,3439.0,1027.0,6.4313,393100.0
-121.59,37.02,14.0,6355.0,1279.0,3704.0,1224.0,4.4233,228600.0
-121.59,37.01,16.0,6637.0,1171.0,3575.0,1162.0,4.3227,251500.0
-121.6,37.13,14.0,9483.0,1361.0,4108.0,1281.0,7.5,344500.0
-121.61,37.03,5.0,6529.0,1010.0,3071.0,977.0,5.6754,298500.0
-121.61,36.69,19.0,9899.0,2617.0,11272.0,2528.0,2.0244,118500.0
-121.64,39.12,13.0,6408.0,1087.0,3294.0,1106.0,4.2656,110700.0
-121.64,36.68,16.0,6568.0,1603.0,6012.0,1565.0,2.3463,156100.0
-121.65,37.11,14.0,6006.0,914.0,2915.0,898.0,5.9356,321700.0
-121.65,36.69,21.0,7884.0,2011.0,4907.0,1919.0,2.7367,160300.0
-121.66,36.69,6.0,10613.0,2485.0,7249.0,2375.0,3.7912,168900.0
-121.67,38.54,13.0,6141.0,1019.0,2553.0,967.0,4.2432,326500.0
-121.67,36.66,19.0,9371.0,1980.0,4259.0,1882.0,3.6875,189700.0
-121.68,36.72,12.0,19234.0,4492.0,12153.0,4372.0,3.2652,152800.0
-121.7,38.54,13.0,6819.0,1158.0,2828.0,1115.0,4.6225,226500.0
-121.71,38.56,20.0,8627.0,1516.0,4071.0,1466.0,4.2198,164100.0
-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,156500.0
-121.72,37.98,5.0,7105.0,1143.0,3523.0,1088.0,5.0468,168800.0
-121.73,38.0,3.0,9217.0,1522.0,3578.0,1272.0,5.0016,189100.0
-121.74,37.29,6.0,7292.0,1295.0,2468.0,1262.0,5.6411,294700.0
-121.75,38.67,9.0,12139.0,2640.0,6837.0,2358.0,3.125,132500.0
-121.75,37.71,11.0,12070.0,2220.0,5826.0,2125.0,4.8624,192400.0
-121.76,38.57,11.0,15018.0,3008.0,7984.0,2962.0,3.1371,201800.0
-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,2.065,219400.0
-121.77,37.67,20.0,8068.0,1217.0,3489.0,1259.0,5.7907,264200.0
-121.77,37.24,12.0,10236.0,1878.0,5674.0,1816.0,4.747,261100.0
-121.77,36.71,18.0,6601.0,1395.0,3562.0,1299.0,3.512,174800.0
-121.78,38.55,12.0,10509.0,2186.0,5633.0,2138.0,2.9605,204300.0
-121.78,37.97,4.0,17032.0,2546.0,7653.0,2359.0,5.5601,213700.0
-121.79,39.73,8.0,5690.0,1189.0,2887.0,1077.0,3.0625,116300.0
-121.79,38.66,15.0,6809.0,1052.0,3060.0,1060.0,5.3064,165000.0
-121.79,37.69,25.0,6296.0,1082.0,3200.0,1047.0,4.5357,188400.0
-121.79,37.66,22.0,14701.0,2210.0,6693.0,2232.0,5.98,245000.0
-121.79,36.68,22.0,6912.0,1513.0,3794.0,1455.0,3.0608,168300.0
-121.79,36.64,11.0,32627.0,6445.0,28566.0,6082.0,2.3087,118800.0
-121.8,39.75,11.0,7212.0,1355.0,3264.0,1264.0,3.1125,122600.0
-121.8,36.68,18.0,8581.0,1957.0,6071.0,1889.0,3.0,162200.0
-121.81,37.29,15.0,5957.0,1037.0,3838.0,997.0,6.2907,253100.0
-121.82,39.76,23.0,6010.0,1116.0,2710.0,1149.0,3.0068,107300.0
-121.82,39.75,29.0,7744.0,1375.0,3316.0,1365.0,3.0253,111400.0
-121.82,38.46,10.0,6331.0,1181.0,3419.0,1110.0,3.7083,154800.0
-121.82,37.34,23.0,7609.0,1446.0,6034.0,1414.0,4.8424,195300.0
-121.83,39.76,12.0,9831.0,1921.0,4644.0,1775.0,3.1142,112600.0
-121.83,38.0,15.0,6365.0,1646.0,3838.0,1458.0,2.5495,103600.0
-121.83,37.34,21.0,6404.0,1232.0,6047.0,1235.0,4.2098,193400.0
-121.83,37.31,19.0,11181.0,1895.0,7817.0,1853.0,5.6058,232700.0
-121.84,37.98,8.0,7505.0,1089.0,3325.0,1016.0,5.2699,204200.0
-121.84,37.66,13.0,13182.0,2074.0,4847.0,1950.0,5.6417,352900.0
-121.84,37.32,14.0,5762.0,1538.0,3979.0,1389.0,3.6953,192600.0
-121.84,37.25,25.0,5939.0,989.0,3275.0,954.0,5.6488,234600.0
-121.84,37.24,24.0,7991.0,1286.0,4017.0,1213.0,5.4741,238800.0
-121.84,37.18,6.0,9176.0,1201.0,3637.0,1138.0,8.3837,473400.0
-121.85,39.72,18.0,7272.0,1559.0,5022.0,1524.0,1.6911,98800.0
-121.85,37.39,15.0,8748.0,1547.0,4784.0,1524.0,5.8322,276600.0
-121.85,37.38,12.0,12980.0,2568.0,8190.0,2515.0,5.2415,286500.0
-121.85,37.3,19.0,6275.0,1546.0,4312.0,1466.0,2.7768,178600.0
-121.85,37.24,17.0,6425.0,1268.0,3934.0,1238.0,5.1228,237600.0
-121.86,39.78,12.0,7653.0,1578.0,3628.0,1494.0,3.0905,117800.0
-121.86,39.76,19.0,7254.0,1785.0,4030.0,1667.0,2.0094,87300.0
-121.86,37.7,13.0,9621.0,1344.0,4389.0,1391.0,6.6827,313700.0
-121.86,37.37,15.0,8162.0,2124.0,8793.0,2086.0,3.3306,210300.0
-121.86,37.29,14.0,6160.0,1222.0,2472.0,1204.0,4.1444,178400.0
-121.86,37.25,16.0,6958.0,1300.0,2965.0,1217.0,4.2885,262400.0
-121.86,37.22,18.0,7245.0,1029.0,2893.0,1049.0,6.9508,361200.0
-121.86,37.0,16.0,8638.0,1392.0,3706.0,1251.0,5.503,351800.0
-121.86,36.58,20.0,6332.0,991.0,2668.0,955.0,5.7578,347700.0
-121.87,37.23,19.0,7357.0,963.0,3018.0,981.0,6.9473,361400.0
-121.87,36.55,20.0,10053.0,1768.0,3083.0,1621.0,5.1506,387500.0
-121.88,39.74,12.0,14631.0,3298.0,7517.0,3262.0,1.6785,153100.0
-121.88,37.4,9.0,6751.0,1575.0,4240.0,1438.0,5.34,257400.0
-121.88,37.24,14.0,7174.0,950.0,2782.0,899.0,8.3065,394200.0
-121.88,36.96,18.0,6355.0,1100.0,2304.0,972.0,6.0281,321100.0
-121.89,37.82,4.0,11444.0,1355.0,3898.0,1257.0,13.2949,500001.0
-121.89,37.69,4.0,6159.0,1510.0,2649.0,1241.0,3.62,139300.0
-121.89,37.68,12.0,7490.0,1207.0,3329.0,1136.0,6.3373,339700.0
-121.89,37.23,20.0,7754.0,976.0,3094.0,941.0,8.19,361600.0
-121.9,37.67,7.0,9540.0,1294.0,3926.0,1229.0,7.4353,389800.0
-121.9,37.66,18.0,7397.0,1137.0,3126.0,1115.0,6.4994,323000.0
-121.9,36.93,22.0,7281.0,1233.0,1849.0,832.0,5.3276,335500.0
-121.92,38.34,2.0,7747.0,1133.0,3481.0,1083.0,6.1112,181000.0
-121.92,37.72,4.0,7477.0,1576.0,2937.0,1506.0,5.1437,299400.0
-121.92,37.53,7.0,28258.0,3864.0,12203.0,3701.0,8.4045,451100.0
-121.92,37.49,10.0,7441.0,1588.0,3571.0,1466.0,5.1643,193100.0
-121.92,37.31,13.0,6035.0,1551.0,2946.0,1481.0,4.0524,213900.0
-121.92,37.28,26.0,6201.0,783.0,2381.0,819.0,7.9819,397000.0
-121.92,37.24,26.0,6777.0,1051.0,3319.0,1061.0,6.3663,279400.0
-121.93,37.3,14.0,6277.0,1742.0,3025.0,1630.0,4.0653,234200.0
-121.93,36.99,19.0,6356.0,1100.0,2954.0,1070.0,4.7325,283500.0
-121.94,38.37,17.0,7973.0,1591.0,2899.0,1502.0,2.8357,120100.0
-121.94,38.27,35.0,10869.0,2226.0,9879.0,2152.0,2.5681,81300.0
-121.94,38.02,29.0,5765.0,1170.0,3266.0,1131.0,2.7907,113900.0
-121.94,37.8,8.0,11336.0,1657.0,4089.0,1555.0,7.8287,369200.0
-121.94,37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932,356100.0
-121.94,37.71,15.0,6473.0,1027.0,2484.0,970.0,5.0143,271100.0
-121.95,37.81,5.0,7178.0,898.0,2823.0,907.0,9.0776,450400.0
-121.95,37.78,4.0,14652.0,2826.0,5613.0,2579.0,6.3942,356700.0
-121.95,37.74,19.0,5721.0,837.0,2653.0,813.0,6.2631,266000.0
-121.95,37.55,21.0,10687.0,1540.0,4552.0,1520.0,6.6478,333400.0
-121.95,37.28,19.0,7027.0,1847.0,3759.0,1753.0,3.1509,242900.0
-121.96,38.33,3.0,7985.0,1257.0,3664.0,1215.0,4.976,158300.0
-121.96,37.84,29.0,7479.0,977.0,2744.0,943.0,7.5139,398200.0
-121.96,37.81,12.0,6488.0,778.0,2404.0,765.0,8.3188,403400.0
-121.96,37.71,6.0,8072.0,1050.0,3386.0,1062.0,7.2494,336500.0
-121.96,37.51,22.0,5811.0,1125.0,3215.0,1086.0,4.4107,223500.0
-121.96,37.27,22.0,6114.0,1211.0,2983.0,1163.0,5.2533,269100.0
-121.97,37.79,17.0,5688.0,824.0,2111.0,773.0,6.6131,312500.0
-121.97,37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,324600.0
-121.97,37.56,13.0,8918.0,1823.0,4518.0,1772.0,4.8052,254000.0
-121.97,37.33,21.0,8275.0,1566.0,3636.0,1524.0,5.1506,302100.0
-121.97,37.31,25.0,5775.0,1225.0,3580.0,1138.0,3.9187,314900.0
-121.97,37.31,21.0,7628.0,2166.0,3637.0,1749.0,3.6401,267500.0
-121.98,38.29,4.0,8778.0,1291.0,4010.0,1188.0,5.4399,187100.0
-121.98,37.95,14.0,6290.0,854.0,2724.0,820.0,6.7371,267400.0
-121.98,37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,351300.0
-121.98,37.34,18.0,6649.0,1712.0,3604.0,1651.0,4.5368,307400.0
-121.98,37.32,17.0,9789.0,2552.0,4748.0,2206.0,4.2531,279800.0
-121.98,36.99,14.0,6787.0,1454.0,3416.0,1357.0,3.5943,262400.0
-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,72000.0
-121.99,37.77,14.0,8213.0,1364.0,3283.0,1286.0,5.1755,294800.0
-121.99,37.56,20.0,6462.0,1294.0,3288.0,1235.0,4.3393,231200.0
-121.99,37.55,16.0,6647.0,2098.0,4649.0,1903.0,2.9074,213800.0
-122.0,38.25,7.0,11768.0,1893.0,6657.0,1874.0,4.9222,142900.0
-122.0,37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,500001.0
-122.0,37.55,27.0,6103.0,1249.0,3026.0,1134.0,4.1591,332400.0
-122.0,37.51,7.0,6352.0,1390.0,3223.0,1316.0,4.9867,181700.0
-122.0,37.36,17.0,6012.0,1737.0,3539.0,1625.0,3.8464,239400.0
-122.01,38.27,17.0,9089.0,1542.0,4758.0,1520.0,4.0619,126600.0
-122.01,38.25,11.0,6550.0,1149.0,3570.0,1123.0,3.8583,137900.0
-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,367700.0
-122.01,37.57,14.0,16199.0,2993.0,8117.0,2847.0,5.8322,281800.0
-122.01,37.03,21.0,5904.0,956.0,2616.0,916.0,5.9039,355300.0
-122.02,37.89,29.0,6349.0,858.0,2450.0,778.0,7.5,356200.0
-122.02,37.8,11.0,6200.0,907.0,2286.0,896.0,7.6518,359300.0
-122.02,37.37,8.0,5686.0,1489.0,3250.0,1329.0,4.2782,327700.0
-122.03,37.56,24.0,8444.0,1492.0,4446.0,1491.0,4.6978,240300.0
-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992,284800.0
-122.04,38.27,16.0,8517.0,1910.0,4508.0,1837.0,3.1853,129600.0
-122.04,37.94,24.0,5732.0,873.0,2444.0,888.0,5.6292,231400.0
-122.04,37.58,14.0,14917.0,2708.0,8012.0,2606.0,5.6277,269800.0
-122.05,37.92,14.0,12713.0,2558.0,4741.0,2412.0,4.7094,234700.0
-122.05,37.68,23.0,7518.0,1279.0,3827.0,1294.0,5.1701,216800.0
-122.05,37.59,15.0,6243.0,1273.0,3163.0,1274.0,3.7462,212500.0
-122.05,37.57,7.0,10648.0,1818.0,6075.0,1797.0,6.1047,278200.0
-122.06,38.27,14.0,6920.0,996.0,3196.0,978.0,5.0672,171300.0
-122.06,37.96,10.0,7136.0,1691.0,2959.0,1507.0,3.9816,182000.0
-122.06,37.9,25.0,5869.0,1685.0,2669.0,1554.0,2.6998,216100.0
-122.06,37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,186500.0
-122.06,37.77,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,341600.0
-122.06,37.63,12.0,6711.0,1374.0,3388.0,1289.0,3.8625,208900.0
-122.06,37.58,15.0,8112.0,1376.0,4576.0,1348.0,5.6758,253400.0
-122.07,38.27,8.0,6761.0,1234.0,3237.0,1177.0,4.3586,173400.0
-122.07,38.24,15.0,7937.0,1635.0,4390.0,1567.0,3.5464,129800.0
-122.07,37.98,12.0,6915.0,1639.0,2940.0,1468.0,4.0154,186100.0
-122.07,37.93,25.0,7201.0,1521.0,3264.0,1433.0,3.7433,252100.0
-122.07,37.69,31.0,5914.0,1309.0,2999.0,1295.0,3.0964,190500.0
-122.07,37.64,22.0,5861.0,1516.0,5436.0,1463.0,2.5158,134900.0
-122.07,37.57,8.0,8647.0,1407.0,5019.0,1379.0,6.5615,318300.0
-122.07,37.52,3.0,14014.0,2861.0,7205.0,2753.0,6.0824,273500.0
-122.08,38.3,2.0,6718.0,858.0,2012.0,654.0,6.8872,305200.0
-122.08,37.96,21.0,9135.0,1534.0,3748.0,1502.0,6.0859,266000.0
-122.09,38.0,6.0,10191.0,1882.0,4377.0,1789.0,5.2015,204200.0
-122.09,37.94,29.0,6895.0,1022.0,2634.0,1022.0,6.1922,273200.0
-122.09,37.91,18.0,9576.0,1455.0,3486.0,1380.0,7.0895,306900.0
-122.1,38.24,13.0,7367.0,1042.0,3193.0,983.0,5.3102,195000.0
-122.1,37.71,27.0,6740.0,1073.0,2723.0,1035.0,5.2131,252500.0
-122.1,37.63,18.0,9963.0,2031.0,5613.0,1946.0,3.8171,187200.0
-122.1,37.41,33.0,6277.0,1274.0,3025.0,1211.0,5.4721,343300.0
-122.13,37.4,29.0,6027.0,1195.0,2687.0,1171.0,5.1335,461200.0
-122.14,37.88,34.0,6986.0,1096.0,2865.0,1124.0,6.2275,394400.0
-122.14,37.86,20.0,6201.0,1182.0,2415.0,1141.0,4.5744,314000.0
-122.14,37.85,27.0,9147.0,1276.0,3371.0,1269.0,7.3267,389900.0
-122.14,37.36,23.0,11294.0,1377.0,3840.0,1367.0,12.1387,500001.0
-122.15,37.71,18.0,5778.0,1526.0,2441.0,1352.0,3.1682,202700.0
